数据时间,1#炉膛上部温度,1#炉膛中部温度,2#炉膛上部温度,2#炉膛中部温度,3#炉膛上部温度,3#炉膛中部温度,1#炉炉膛负压,2#炉膛负压,3#炉膛压力,1#炉一次风机速度反馈,1#炉一次风机已运行,2#炉一次风机速度反馈,2#炉一次风机已运行,3#炉一次风机速度反馈,3#炉一次风机已运行,1#炉二次风机速度反馈,1#炉二次风机已运行,2#炉二次风机速度反馈,2#炉二次风机已运行,3#炉二次风机速度反馈,3#炉二次风机已运行,1#炉引风机速度反馈,1#炉引风机已运行,2#炉引风机速度反馈,2#炉引风机已运行,3#炉引风机速度反馈,3#SNCRz除盐水流量,3#SNC尿素溶液流量,1#炉雾化石灰浆流量,2#炉雾化石灰浆流量,3#炉雾化石灰浆流量,1#炉SNCR炉膛出口温度,2#炉SNCR炉膛出口温度,3#炉SNCR炉膛出口温度,1#炉布袋除尘器压差,1#炉布袋除尘器入口温度,2#炉布袋除尘器压差,2#炉布袋除尘器入口温度,3#炉布袋除尘器压差,3#炉布袋除尘器入口温度,1#炉烟气温度,1#炉烟气压力,1#炉烟气流量,1#炉烟气湿度,1#炉烟气O2,1#炉烟气KLW（折算）,1#炉烟气SO2（折算）,1#炉烟气NOX（折算）,1#炉烟气CO（折算）,1#炉烟气HCL（折算）,2#炉烟气温度,2#炉烟气压力,2#炉烟气流量,2#炉烟气湿度,2#炉烟气O2,2#炉烟气KLW（折算）,2#炉烟气SO2（折算）,2#炉烟气NOX（折算）,2#炉烟气CO（折算）,2#炉烟气HCL（折算）,3#炉烟气温度,3#炉烟气压力,3#炉烟气流速,3#炉烟气湿度,3#炉烟气O2,3#炉烟气粉尘（折算）,3#炉烟气SO2（折算）,3#炉烟气NOX（折算）,3#炉烟气CO（折算）,3#炉烟气HCL（折算）
2025-05-23 11:30:00,340.79,1034.86,1031.09,1074.65,932.82,903.63,-73.45,-84.65,-52.70,21.86,1.00,19.41,1.00,49.56,1.00,4.68,1.00,27.63,1.00,39.51,1.00,20.75,1.00,21.15,1.00,37.46,0.00,30.37,5.00,3.00,8.00,320.19,311.09,836.58,-1910.75,115.92,-1793.10,197.70,2217.98,184.86,99.15,9.00,10.53,11.32,20.45,7.17,29.05,5.89,92.95,0.24,178.82,-137.00,25.59,8.90,10.85,3.57,26.81,151.48,4.75,4.29,156.79,0.00,19.65,16.16,12.08,5.53,14.73,132.54,0.53,0.87
2025-05-23 11:32:00,339.62,1036.69,1028.62,1077.96,938.02,900.71,-73.70,-71.65,-68.95,21.88,1.00,19.39,1.00,49.56,1.00,4.68,1.00,27.63,1.00,37.01,1.00,20.73,1.00,21.15,1.00,37.46,0.00,30.39,2.00,7.00,0.00,318.24,305.37,816.90,-1917.35,115.59,-1761.90,197.90,2226.90,185.90,98.93,15.00,10.14,11.32,20.49,7.20,27.04,4.44,92.95,0.24,179.16,-122.00,23.24,9.64,10.58,3.87,29.80,144.85,5.76,4.30,157.33,0.00,10.80,16.36,11.82,5.11,6.54,119.92,0.59,1.08
2025-05-23 11:34:00,337.74,1057.68,1052.61,1093.89,948.03,924.62,-74.15,-83.00,-63.10,21.87,1.00,19.46,1.00,49.56,1.00,4.68,1.00,27.63,1.00,37.03,1.00,20.74,1.00,21.15,1.00,37.48,0.00,30.39,4.00,4.00,0.00,317.13,303.16,804.06,-1916.35,115.29,-1921.20,198.09,2244.35,186.84,98.82,32.00,10.35,11.32,20.51,7.31,26.04,3.02,92.95,0.24,179.04,-128.00,24.75,9.74,10.27,3.41,124.41,101.46,135.45,4.22,157.97,5.00,19.22,15.88,12.05,5.08,53.82,95.88,2.68,0.96
2025-05-23 11:36:00,336.38,1035.84,1036.23,1076.72,951.66,925.92,-71.90,-89.95,-29.30,21.87,1.00,19.47,1.00,49.56,1.00,4.68,1.00,27.63,1.00,37.03,1.00,20.72,1.00,21.15,1.00,37.24,0.00,30.37,7.00,5.00,4.00,314.47,298.42,809.82,-1913.35,115.10,-1950.35,198.32,2210.38,187.27,98.57,10.00,10.22,11.32,20.53,7.16,27.02,3.02,92.95,0.33,179.49,-143.00,23.38,6.67,11.47,4.18,37.25,216.28,4.08,4.40,158.29,0.00,18.32,16.46,11.91,5.49,70.02,95.79,2.71,0.86
2025-05-23 11:38:00,334.69,1029.73,1020.63,1076.98,949.65,913.58,-68.95,-103.50,-56.35,21.86,1.00,19.44,1.00,49.56,1.00,4.68,1.00,27.63,1.00,41.99,1.00,20.71,1.00,21.15,1.00,38.78,0.00,30.48,3.00,10.00,2.00,313.04,296.86,817.98,-1909.60,114.87,-1988.15,198.54,2237.15,187.88,98.49,34.00,10.15,11.32,20.54,7.15,26.04,3.02,92.95,0.25,180.42,-127.00,25.79,6.90,11.39,3.75,36.97,214.57,4.05,4.38,158.68,0.00,15.43,16.51,11.42,5.24,91.63,83.56,17.05,1.69
2025-05-23 11:40:00,333.26,1041.95,1040.91,1078.03,950.95,917.80,-74.00,-90.00,-78.30,21.85,1.00,19.48,1.00,49.55,1.00,4.67,1.00,27.63,1.00,41.98,1.00,20.72,1.00,21.15,1.00,39.20,0.00,30.38,4.00,1.00,5.00,311.87,301.01,822.72,-1909.85,114.69,-1966.90,198.81,2450.23,189.11,98.36,20.00,10.58,11.32,20.53,7.23,27.02,4.48,92.95,0.25,180.53,-136.00,26.57,6.90,11.28,3.74,20.40,190.09,4.03,4.38,159.68,0.00,18.38,16.80,11.50,5.88,49.81,106.75,1.18,1.05
2025-05-23 11:42:00,333.19,1046.11,1041.62,1086.80,951.41,917.99,-74.00,-96.90,-41.05,21.85,1.00,19.45,1.00,49.58,1.00,4.68,1.00,27.63,1.00,42.00,1.00,20.72,1.00,21.15,1.00,39.19,0.00,30.38,3.00,5.00,0.00,312.33,307.45,824.04,-1914.20,114.69,-1957.75,199.15,2431.45,189.63,98.13,3.00,10.46,11.32,20.29,7.23,34.18,13.66,92.95,0.25,180.87,-166.00,20.36,7.36,11.03,3.51,49.54,172.88,3.89,4.33,159.99,0.00,14.16,16.15,11.76,5.18,40.71,115.36,2.62,1.15
2025-05-23 11:44:00,333.12,1053.65,1055.08,1091.22,954.26,918.58,-71.80,-83.50,-58.10,21.85,1.00,19.50,1.00,49.56,1.00,4.68,1.00,27.63,1.00,41.98,1.00,20.72,1.00,21.15,1.00,39.19,0.00,30.37,5.00,5.00,4.00,312.52,310.05,823.80,-1912.60,114.36,-2006.60,199.56,2449.10,190.26,97.99,26.00,10.20,11.32,20.19,7.15,37.16,22.91,92.95,0.25,181.33,-128.00,24.14,7.36,11.15,3.61,76.30,161.00,31.86,4.30,160.54,0.00,18.74,15.87,11.98,5.47,16.99,133.70,0.03,0.94
2025-05-23 11:46:00,333.12,1054.62,1055.02,1098.63,949.58,911.49,-73.35,-90.55,-25.70,21.85,1.00,19.45,1.00,49.56,1.00,4.68,1.00,27.63,1.00,41.99,1.00,20.72,1.00,21.15,1.00,39.21,0.00,30.34,0.00,8.00,3.00,313.17,309.73,836.04,-1913.55,114.27,-1980.55,199.86,2457.55,190.78,97.78,26.00,10.01,11.32,20.18,7.14,36.16,19.74,92.95,0.25,181.33,-144.00,24.26,9.94,11.29,3.90,69.25,187.36,4.01,4.37,161.03,0.00,20.96,15.52,12.38,5.41,13.43,135.18,0.06,1.29
2025-05-23 11:48:00,332.67,1051.70,1054.82,1089.46,958.42,922.48,-74.95,-82.80,-73.80,21.86,1.00,19.48,1.00,49.57,1.00,4.68,1.00,27.63,1.00,35.77,1.00,20.72,1.00,21.15,1.00,37.69,0.00,30.40,5.00,7.00,1.00,312.71,307.58,818.34,-1915.65,114.00,-2091.00,200.37,2302.38,191.32,97.66,27.00,10.64,11.32,20.27,7.26,35.16,13.66,92.95,0.25,181.66,-151.00,24.40,11.55,11.40,3.95,70.66,182.27,3.97,4.36,161.34,0.00,20.46,15.72,12.38,5.79,20.05,109.07,0.84,1.36
2025-05-23 11:50:00,331.89,1057.16,1053.00,1091.03,964.21,943.15,-72.55,-82.50,-91.65,21.85,1.00,19.45,1.00,49.55,1.00,4.68,1.00,27.63,1.00,35.77,1.00,20.73,1.00,21.15,1.00,37.71,0.00,30.38,2.00,5.00,4.00,311.67,303.35,807.42,-1917.15,113.77,-2005.85,200.59,2299.65,190.78,97.56,20.00,10.36,11.32,20.38,7.14,33.05,10.48,92.95,0.33,181.99,-105.00,25.67,11.80,10.81,4.12,85.51,173.81,4.80,4.30,161.49,0.00,19.03,15.82,12.06,5.27,49.47,92.01,2.69,0.76
2025-05-23 11:52:00,330.65,1032.53,1027.65,1072.95,959.98,928.01,-73.95,-69.60,-43.10,21.85,1.00,19.47,1.00,49.56,1.00,4.68,1.00,27.63,1.00,37.02,1.00,20.73,1.00,21.15,1.00,37.69,0.00,30.34,8.00,0.00,5.00,310.24,299.65,835.86,-1921.45,113.60,-2102.00,201.12,2312.25,189.95,97.32,25.00,10.09,11.32,20.41,7.13,29.04,9.03,92.95,0.25,181.99,-151.00,25.39,11.90,11.13,3.94,75.91,186.49,3.92,4.34,161.74,0.00,19.14,15.42,12.27,4.89,77.03,89.01,3.65,1.89
2025-05-23 11:54:00,329.88,1024.40,1016.53,1069.25,956.86,916.17,-72.85,-72.90,-40.55,21.85,1.00,19.46,1.00,49.54,1.00,4.68,1.00,27.63,1.00,37.02,1.00,20.72,1.00,21.15,1.00,37.70,0.00,30.48,10.00,8.00,7.00,308.62,295.82,839.82,-1916.45,113.47,-2028.25,201.12,2306.23,189.76,97.22,32.00,9.90,11.32,20.46,7.17,28.06,5.89,92.95,0.25,182.34,-144.00,25.14,11.74,11.43,3.95,41.88,175.29,4.02,4.37,161.89,0.00,16.71,15.74,12.49,5.32,42.77,113.14,0.11,2.35
2025-05-23 11:56:00,328.18,1023.17,1012.12,1060.60,954.59,906.82,-74.05,-70.50,-79.45,21.86,1.00,19.40,1.00,49.54,1.00,4.68,1.00,27.63,1.00,34.53,1.00,20.71,1.00,21.15,1.00,37.23,0.00,30.57,9.00,7.00,1.00,307.65,294.58,835.50,-1914.55,113.13,-2088.40,201.44,2299.67,189.23,97.10,26.00,10.04,11.32,20.47,7.21,28.06,4.44,92.95,0.25,182.58,-122.00,25.11,11.85,11.12,4.01,26.27,180.30,3.99,4.36,162.07,5.00,17.90,15.68,12.22,5.33,24.46,119.03,0.01,2.63
2025-05-23 11:58:00,327.34,1036.49,1020.83,1072.43,952.71,898.23,-73.50,-90.70,-77.70,21.84,1.00,19.40,1.00,49.54,1.00,4.67,1.00,27.63,1.00,34.53,1.00,20.73,1.00,21.15,1.00,37.24,0.00,30.29,6.00,2.00,4.00,305.18,291.14,833.76,-1911.90,113.04,-2004.55,201.56,2271.73,188.89,96.87,19.00,10.35,11.32,20.49,7.13,27.02,4.44,92.95,0.25,183.03,-151.00,23.45,11.98,10.86,4.10,53.67,179.45,4.83,4.31,162.06,0.00,16.00,15.44,12.50,5.29,5.47,106.09,0.88,0.88
2025-05-23 12:00:00,325.91,1020.83,1018.55,1056.96,952.44,906.75,-72.75,-104.50,-66.50,21.85,1.00,19.41,1.00,49.55,1.00,4.67,1.00,27.63,1.00,34.53,1.00,20.72,1.00,21.15,1.00,37.22,0.00,30.18,8.00,1.00,0.00,304.01,290.36,825.24,-1913.95,112.88,-2115.95,201.74,2271.05,188.48,96.75,19.00,10.00,11.32,20.51,7.12,28.06,4.44,92.95,0.25,182.91,-166.00,23.59,10.74,11.80,4.32,50.97,226.23,4.09,4.40,162.23,3.75,18.95,15.69,12.50,5.79,25.88,92.71,4.02,2.52
2025-05-23 12:02:00,324.55,1014.78,1016.21,1052.09,953.94,920.01,-73.45,-113.45,3.50,21.85,1.00,19.42,1.00,49.54,1.00,4.69,1.00,27.63,1.00,34.52,1.00,20.72,1.00,21.15,1.00,37.23,0.00,30.27,7.00,3.00,3.00,302.58,288.67,813.06,-1916.10,112.56,-2116.45,201.86,2295.10,188.28,96.64,26.00,10.57,11.32,20.51,6.97,30.04,3.25,92.95,0.25,183.03,-129.00,28.05,8.71,12.15,4.40,40.10,212.31,4.39,4.50,162.36,0.00,16.24,16.04,12.41,5.40,69.76,91.33,3.00,1.64
2025-05-23 12:04:00,323.51,1024.66,1018.22,1059.89,951.21,919.55,-73.50,-59.50,-20.00,21.85,1.00,19.51,1.00,49.56,1.00,4.68,1.00,27.63,1.00,37.02,1.00,20.71,1.00,21.15,1.00,37.24,0.00,30.29,5.00,1.00,2.00,301.21,287.36,819.96,-1912.85,112.47,-2001.40,201.74,2290.40,188.28,96.51,20.00,10.12,11.32,20.51,7.16,29.05,4.44,92.95,0.25,182.91,-152.00,23.36,9.00,12.15,4.14,40.12,212.27,4.39,4.50,162.47,1.25,17.40,16.22,11.95,5.48,76.91,80.49,7.07,0.63
2025-05-23 12:06:00,322.53,1037.92,1029.73,1071.79,949.78,916.57,-73.85,-86.05,-10.75,21.85,1.00,19.45,1.00,49.54,1.00,4.69,1.00,27.63,1.00,37.00,1.00,20.72,1.00,21.15,1.00,37.22,0.00,30.27,0.00,10.00,7.00,299.33,286.32,820.92,-1921.40,112.23,-1872.20,201.63,2314.60,188.80,96.30,49.00,10.54,11.32,20.51,7.04,27.02,4.48,92.95,0.25,182.58,-122.00,20.33,10.79,11.41,4.21,60.72,214.26,4.04,4.38,162.58,0.00,21.55,16.72,11.09,4.57,40.08,75.93,17.88,0.52
2025-05-23 12:08:00,321.36,1034.21,1024.46,1066.78,942.11,901.74,-73.95,-78.90,-13.35,21.85,1.00,19.43,1.00,49.53,1.00,4.68,1.00,27.63,1.00,40.75,1.00,20.72,1.00,21.15,1.00,38.46,0.00,30.40,3.00,6.00,4.00,298.68,285.74,849.06,-1927.85,112.04,-1900.70,201.44,2426.40,189.23,96.30,3.00,9.45,11.32,20.51,7.08,24.06,4.44,92.95,0.25,182.32,-153.00,20.58,11.22,11.38,3.99,59.47,228.46,4.10,4.40,162.94,5.00,19.46,16.51,11.52,5.13,34.90,93.30,11.37,0.97
2025-05-23 12:10:00,320.26,1040.26,1042.28,1072.50,934.38,881.79,-73.40,-94.60,-24.55,21.85,1.00,19.44,1.00,49.52,1.00,4.68,1.00,27.63,1.00,40.75,1.00,20.72,1.00,21.15,1.00,38.44,0.00,30.33,5.00,4.00,9.00,297.11,283.85,850.80,-1921.60,111.79,-1791.95,201.12,2440.30,189.99,96.06,32.00,10.30,11.32,20.52,7.19,21.95,4.44,92.95,0.25,181.75,-132.00,21.09,11.01,11.28,3.88,59.06,205.94,4.00,4.37,163.20,0.00,19.19,15.49,12.48,5.63,4.95,130.27,0.04,2.23
2025-05-23 12:12:00,319.35,1027.00,1027.00,1064.38,927.16,874.51,-72.15,-100.70,-161.80,21.85,1.00,19.42,1.00,49.54,1.00,4.68,1.00,27.63,1.00,38.25,1.00,20.73,1.00,21.15,1.00,40.49,0.00,30.08,9.00,0.00,4.00,295.55,282.82,861.90,-1924.00,111.63,-1827.60,200.70,2456.40,190.26,95.96,11.00,10.12,11.32,20.53,7.07,20.93,4.44,92.95,0.25,181.41,-153.00,22.17,11.04,11.75,3.97,58.26,184.91,4.16,4.42,163.44,0.00,17.80,15.34,12.55,5.51,3.72,123.64,0.08,1.17
2025-05-23 12:14:00,318.11,1029.60,1031.68,1066.84,929.24,868.01,-72.80,-94.90,-45.95,21.85,1.00,19.44,1.00,49.54,1.00,4.67,1.00,27.63,1.00,29.52,1.00,20.71,1.00,21.15,1.00,38.68,0.00,30.40,7.00,6.00,4.00,294.45,281.90,826.08,-1928.55,111.42,-1817.85,200.07,2322.23,189.54,95.73,27.00,10.40,11.32,20.53,7.14,21.95,3.02,92.95,0.25,181.53,-176.00,22.12,10.84,11.69,4.06,55.86,191.12,4.24,4.45,163.01,0.00,15.26,14.93,13.03,6.29,2.81,118.35,0.07,2.51
2025-05-23 12:16:00,318.05,1029.08,1030.96,1066.65,928.85,871.19,-72.85,-97.95,-107.40,21.85,1.00,19.43,1.00,49.56,1.00,4.68,1.00,27.63,1.00,29.56,1.00,20.72,1.00,21.15,1.00,38.76,0.00,30.40,6.00,1.00,4.00,293.67,281.12,826.50,-1927.95,111.30,-1813.15,199.95,2460.32,189.23,95.61,34.00,10.38,11.32,20.54,7.03,20.93,4.48,92.95,0.25,181.30,-108.00,21.53,10.79,11.64,4.27,50.68,195.79,4.15,4.42,163.05,2.50,20.94,15.88,12.08,5.72,0.34,73.69,5.01,2.01
2025-05-23 12:18:00,316.49,1034.67,1041.89,1065.35,936.72,920.53,-71.30,-108.35,-135.15,21.85,1.00,19.48,1.00,49.54,1.00,4.66,1.00,27.63,1.00,29.55,1.00,20.73,1.00,21.15,1.00,37.48,0.00,30.36,0.00,9.00,0.00,292.43,280.99,786.00,-1931.90,111.13,-1915.80,198.93,2207.10,187.56,95.49,10.00,10.46,11.32,20.54,7.06,19.93,4.48,92.95,0.25,180.72,-162.00,23.56,10.66,11.46,3.87,55.06,173.54,4.09,4.40,162.79,0.00,18.05,16.04,11.80,5.35,28.27,55.00,35.59,3.16
2025-05-23 12:20:00,315.71,1027.13,1028.36,1067.56,937.37,917.09,-71.90,-118.30,-41.55,21.85,1.00,19.42,1.00,49.52,1.00,4.68,1.00,27.63,1.00,33.28,1.00,20.72,1.00,21.15,1.00,36.22,0.00,30.48,3.00,4.00,0.00,292.11,282.49,821.88,-1929.50,110.94,-1863.90,198.20,1924.90,186.71,95.39,19.00,10.32,11.32,20.54,6.95,20.93,9.03,92.95,0.25,180.49,-139.00,22.89,11.09,11.65,4.19,64.90,147.51,5.02,4.36,163.12,2.50,18.05,15.72,12.59,6.06,42.72,99.94,6.40,0.74
2025-05-23 12:22:00,315.45,1040.00,1041.04,1077.38,938.73,914.49,-76.45,-90.35,-183.35,21.86,1.00,19.40,1.00,49.53,1.00,4.68,1.00,27.63,1.00,33.29,1.00,20.72,1.00,21.15,1.00,36.22,0.00,30.27,2.00,7.00,3.00,291.85,284.24,837.00,-1931.10,110.83,-1763.40,197.70,1956.23,186.30,95.25,33.00,10.91,11.32,20.44,7.03,21.95,12.20,92.95,0.25,180.74,-130.00,23.15,11.26,11.25,4.31,76.06,145.98,5.02,4.36,163.14,0.00,17.51,15.20,12.91,6.71,45.89,97.46,2.61,1.47
2025-05-23 12:24:00,314.79,1037.66,1034.15,1079.26,939.45,908.64,-73.40,-81.90,-114.30,21.86,1.00,19.39,1.00,49.52,1.00,4.68,1.00,27.63,1.00,30.54,1.00,20.71,1.00,21.15,1.00,33.74,0.00,30.38,8.00,3.00,2.00,291.59,283.79,838.80,-1937.80,110.52,-1760.45,197.07,1769.55,185.87,95.13,25.00,9.86,11.32,20.43,7.24,22.97,12.20,92.95,0.25,180.49,-138.00,21.68,9.74,11.65,3.83,78.76,114.33,9.77,4.32,162.77,1.25,18.12,15.43,12.86,5.81,51.02,90.20,3.28,1.06
2025-05-23 12:26:00,314.14,1043.25,1037.79,1081.67,939.97,907.14,-72.35,-96.70,-87.35,21.85,1.00,19.43,1.00,49.52,1.00,4.68,1.00,27.63,1.00,29.55,1.00,20.72,1.00,21.15,1.00,33.04,0.00,30.23,1.00,1.00,9.00,291.01,282.75,820.74,-1926.25,110.43,-2015.05,196.65,1713.07,185.56,95.04,11.00,10.45,11.32,20.47,7.17,22.97,5.89,92.95,0.25,180.27,-152.00,22.23,11.70,10.24,3.63,134.18,65.59,221.72,4.23,162.53,0.00,18.12,16.09,12.42,5.62,50.38,81.77,4.04,1.76
2025-05-23 12:28:00,313.30,1046.69,1040.84,1087.65,939.05,918.32,-73.05,-89.45,-44.10,21.85,1.00,19.39,1.00,49.53,1.00,4.68,1.00,27.63,1.00,32.05,1.00,20.69,1.00,21.15,1.00,32.75,0.00,30.29,2.00,6.00,0.00,290.03,280.35,801.48,-1935.30,110.10,-2087.50,196.23,1698.70,185.15,94.92,3.00,10.64,11.32,20.51,7.09,22.97,5.89,92.95,0.25,180.62,-114.00,23.82,11.27,10.82,3.48,126.65,70.27,222.93,4.23,162.15,0.00,17.25,15.92,12.28,5.21,54.36,75.62,7.84,1.16
2025-05-23 12:30:00,312.71,1037.40,1035.45,1074.45,937.37,910.59,-71.00,-138.15,-54.50,21.85,1.00,19.40,1.00,49.53,1.00,4.67,1.00,27.63,1.00,35.76,1.00,20.72,1.00,21.15,1.00,33.97,0.00,30.27,4.00,9.00,0.00,288.92,277.88,804.24,-1938.20,110.04,-2060.10,196.23,1844.40,185.24,94.68,19.00,10.26,11.32,20.51,7.12,22.96,5.93,92.95,0.25,180.98,-91.00,23.69,10.61,11.66,4.07,27.12,213.40,4.12,4.41,162.11,0.00,15.85,16.31,11.71,5.50,78.64,58.47,79.31,0.91
2025-05-23 12:32:00,311.74,1027.78,1019.13,1070.88,935.87,910.00,-71.30,-73.05,-154.45,21.85,1.00,19.41,1.00,10.22,1.00,4.68,1.00,27.63,1.00,35.77,1.00,20.74,1.00,21.15,1.00,24.59,0.00,30.06,9.00,7.00,10.00,288.27,276.51,831.78,-1938.70,109.83,-2393.95,196.23,1085.40,185.87,94.69,35.00,10.15,11.32,20.51,7.01,20.93,3.02,92.95,0.25,180.74,-125.00,22.22,11.10,11.35,4.24,18.64,159.83,5.17,4.40,162.13,0.00,18.01,15.82,12.03,5.90,22.02,108.88,1.36,0.68
2025-05-23 12:34:00,310.89,1039.09,1035.91,1075.16,925.67,887.71,-73.35,-90.25,-72.85,21.85,1.00,19.45,1.00,49.53,1.00,4.68,1.00,27.63,1.00,35.75,1.00,20.73,1.00,21.15,1.00,34.47,0.00,30.47,5.00,0.00,1.00,286.91,274.62,870.54,-1940.25,109.71,-2236.80,196.23,1897.32,184.63,94.47,20.00,9.85,11.32,20.54,7.04,21.95,3.02,92.95,0.25,180.74,-152.00,18.50,11.63,11.00,4.12,57.39,122.51,71.33,4.33,161.72,0.00,19.41,15.59,12.50,6.45,6.53,117.02,2.16,0.69
2025-05-23 12:36:00,309.79,1048.12,1047.21,1083.81,927.81,888.68,-72.00,-89.20,-98.10,21.85,1.00,19.44,1.00,49.54,1.00,4.68,1.00,27.63,1.00,35.78,1.00,20.72,1.00,21.15,1.00,34.50,0.00,30.08,1.00,7.00,4.00,286.39,274.88,801.78,-1943.90,109.40,-2204.85,196.34,1891.28,185.15,94.33,2.00,10.40,11.32,20.53,7.12,22.97,3.02,92.95,0.25,180.74,-100.00,25.51,11.06,11.16,3.86,76.64,124.86,15.14,4.36,161.91,0.00,18.36,15.57,12.15,5.73,6.07,99.17,2.96,0.80
2025-05-23 12:38:00,308.95,1043.84,1047.86,1078.68,938.08,903.11,-74.10,-92.65,-72.60,21.85,1.00,19.43,1.00,49.54,1.00,4.67,1.00,27.63,1.00,35.78,1.00,20.72,1.00,21.15,1.00,34.49,0.00,30.06,8.00,9.00,0.00,285.87,275.01,793.02,-1938.75,109.20,-2166.95,196.34,1912.90,185.56,94.23,19.00,9.85,11.32,20.48,7.08,26.04,5.89,92.95,0.25,180.51,-123.00,24.35,11.14,11.15,4.17,63.18,173.33,5.04,4.37,161.94,0.00,20.58,15.52,12.31,5.75,0.29,110.33,0.52,0.67
2025-05-23 12:40:00,308.75,1051.05,1056.64,1085.18,935.42,905.58,-73.75,-100.95,-95.85,21.85,1.00,19.41,1.00,49.53,1.00,4.68,1.00,27.63,1.00,35.78,1.00,20.71,1.00,21.15,1.00,34.51,0.00,30.06,5.00,7.00,2.00,285.09,274.56,802.92,-1940.90,109.11,-2007.60,196.44,1899.20,185.56,94.11,3.00,9.84,11.32,20.49,7.00,26.04,5.89,92.95,0.25,180.74,-160.00,23.54,11.40,10.86,4.17,68.30,167.69,10.99,4.35,161.94,0.00,17.52,15.47,12.24,6.02,4.66,114.01,0.92,0.58
2025-05-23 12:42:00,307.71,1060.80,1064.44,1094.47,933.98,899.34,-73.35,-92.75,-77.80,21.85,1.00,19.35,1.00,49.53,1.00,4.68,1.00,27.63,1.00,35.77,1.00,20.72,1.00,21.15,1.00,34.01,0.00,30.36,5.00,13.00,7.00,284.64,273.85,825.54,-1942.15,108.90,-1898.90,196.77,1884.42,185.09,94.00,18.00,9.51,11.32,20.51,7.07,26.04,4.44,92.95,0.25,180.86,-137.00,23.53,11.38,10.63,3.92,127.59,107.98,252.06,4.30,161.78,0.00,16.32,14.75,12.53,6.41,36.60,97.65,2.75,0.73
2025-05-23 12:44:00,307.26,1063.98,1068.54,1095.58,936.46,895.11,-71.10,-93.95,-81.50,21.85,1.00,19.38,1.00,49.54,1.00,4.67,1.00,27.63,1.00,34.54,1.00,20.70,1.00,21.15,1.00,34.02,0.00,30.39,0.00,0.00,4.00,284.18,273.46,828.00,-1950.25,108.80,-1717.70,196.95,1893.67,184.86,93.88,18.00,10.16,11.32,20.51,7.11,27.02,4.44,92.95,0.25,181.08,-159.00,25.08,11.36,11.06,4.08,87.12,164.36,14.48,4.30,161.66,0.00,14.27,14.88,13.19,6.98,48.08,102.33,2.50,0.99
2025-05-23 12:46:00,306.93,1055.86,1055.67,1093.49,938.53,898.76,-72.05,-129.00,-66.60,21.85,1.00,19.42,1.00,49.52,1.00,4.67,1.00,27.63,1.00,34.53,1.00,20.70,1.00,21.15,1.00,34.01,0.00,30.28,0.00,0.00,2.00,283.60,274.43,810.00,-1948.45,108.57,-1803.10,197.47,1888.43,184.63,93.76,33.00,10.14,11.32,20.51,7.10,24.06,3.02,92.95,0.25,181.42,-136.00,26.26,11.50,11.06,3.90,78.45,157.36,32.46,4.32,161.57,0.00,18.62,14.88,12.83,6.64,48.07,96.23,4.84,1.05
2025-05-23 12:48:00,306.48,1037.66,1034.60,1076.46,955.76,930.60,-72.85,-134.90,-60.55,21.84,1.00,19.41,1.00,49.53,1.00,4.66,1.00,27.63,1.00,34.54,1.00,20.72,1.00,21.15,1.00,34.02,0.00,30.36,9.00,0.00,2.00,283.66,277.48,762.78,-1949.85,108.42,-1867.85,198.20,1868.83,184.52,93.66,19.00,9.74,11.32,20.49,7.03,27.02,3.02,92.95,0.25,182.01,-114.00,24.00,11.65,11.77,4.19,56.19,202.34,5.15,4.40,161.46,3.75,17.93,15.39,12.72,5.69,55.69,95.01,3.70,1.29
2025-05-23 12:50:00,306.73,1044.16,1036.30,1084.20,959.01,936.00,-71.00,-118.95,-54.70,21.85,1.00,19.39,1.00,49.52,1.00,4.67,1.00,27.63,1.00,35.76,1.00,20.71,1.00,21.15,1.00,33.99,0.00,30.38,7.00,3.00,5.00,283.98,280.15,776.04,-1958.40,108.32,-1750.35,198.42,1911.20,184.32,93.56,11.00,9.74,11.32,20.46,7.02,20.93,9.03,92.95,0.25,181.89,-121.00,26.27,11.98,11.19,4.02,62.26,161.33,5.99,4.35,161.40,0.00,15.25,14.85,12.17,5.79,84.34,89.50,8.19,0.77
2025-05-23 12:52:00,307.12,1052.35,1050.40,1087.12,952.96,917.15,-75.05,-104.90,-64.05,21.85,1.00,19.38,1.00,49.53,1.00,4.68,1.00,27.63,1.00,35.77,1.00,20.72,1.00,21.15,1.00,34.00,0.00,30.38,2.00,2.00,0.00,284.90,283.98,809.16,-1958.55,108.19,-1691.75,198.93,1907.97,184.63,93.30,20.00,10.05,11.32,20.39,7.13,20.93,9.03,92.95,0.25,181.89,-121.00,24.34,12.05,11.02,3.97,66.34,182.10,4.90,4.33,161.34,3.75,16.31,15.33,12.32,6.19,51.32,115.53,0.54,1.36
