时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分,数据来源,数据日期
2024-12-17 09:58:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 11:06:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 11:38:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 12:42:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 13:26:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 13:40:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 14:24:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 15:12:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 15:22:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 16:16:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 17:08:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 17:18:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 17:24:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 18:04:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 18:38:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 20:08:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 21:00:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 21:22:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 21:54:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 22:00:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 22:36:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 23:10:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 23:20:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 23:38:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-17 23:54:00,1,预警,焚烧炉出口氧含量偏高,预警,1217_process.xlsx,1217
2024-12-18 00:08:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 02:00:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 03:02:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 03:50:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 03:56:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 04:02:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 04:42:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 05:00:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 05:54:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 08:08:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 09:08:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 09:18:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 09:30:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 10:08:00,1,预警,焚烧炉出口氧含量偏低,预警,1218_process.xlsx,1218
2024-12-18 10:38:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 10:40:00,1,预警,焚烧炉出口氧含量偏低,预警,1218_process.xlsx,1218
2024-12-18 10:54:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 11:54:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 12:22:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 13:20:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 14:02:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 14:10:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 14:40:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 14:54:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 15:36:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 15:52:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 16:42:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 17:48:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 18:40:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 19:00:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 19:22:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 20:42:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 21:18:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 21:58:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-18 23:24:00,1,预警,焚烧炉出口氧含量偏高,预警,1218_process.xlsx,1218
2024-12-19 00:04:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 01:48:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 02:22:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 02:50:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 03:20:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 03:56:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 04:24:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 05:18:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 06:30:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 07:00:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 07:40:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 07:48:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 09:18:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 09:48:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 09:52:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 10:10:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 10:20:00,1,预警,焚烧炉出口氧含量偏低,预警,1219_process.xlsx,1219
2024-12-19 10:24:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 10:30:00,1,预警,焚烧炉出口氧含量偏低,预警,1219_process.xlsx,1219
2024-12-19 10:38:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 10:46:00,1,预警,焚烧炉出口氧含量偏低,预警,1219_process.xlsx,1219
2024-12-19 11:00:00,1,预警,焚烧炉出口氧含量偏低,预警,1219_process.xlsx,1219
2024-12-19 11:10:00,1,预警,焚烧炉出口氧含量偏低,预警,1219_process.xlsx,1219
2024-12-19 11:16:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 11:28:00,1,预警,焚烧炉出口氧含量偏低,预警,1219_process.xlsx,1219
2024-12-19 11:34:00,1,预警,焚烧炉出口氧含量偏低,预警,1219_process.xlsx,1219
2024-12-19 11:44:00,1,预警,焚烧炉出口氧含量偏低,预警,1219_process.xlsx,1219
2024-12-19 11:50:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 12:00:00,1,预警,焚烧炉出口氧含量偏低,预警,1219_process.xlsx,1219
2024-12-19 12:06:00,1,预警,焚烧炉出口氧含量偏低,预警,1219_process.xlsx,1219
2024-12-19 12:20:00,1,预警,焚烧炉出口氧含量偏低,预警,1219_process.xlsx,1219
2024-12-19 13:46:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 14:32:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 15:56:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 16:20:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 17:34:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 18:36:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 19:22:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 20:18:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 20:28:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 22:42:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 23:02:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-19 23:18:00,1,预警,焚烧炉出口氧含量偏高,预警,1219_process.xlsx,1219
2024-12-20 00:00:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 00:28:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 01:08:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 02:12:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 02:40:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 02:58:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 03:28:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 04:04:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 04:36:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 05:54:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 05:58:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 08:30:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 08:50:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 09:04:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 09:26:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 10:02:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 10:38:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 11:10:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 11:14:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 11:34:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 12:38:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 12:42:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 13:08:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 13:34:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 13:54:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 14:14:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 14:56:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 15:20:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 15:32:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 16:14:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 16:48:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 18:04:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 18:24:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 18:48:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 19:18:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 19:22:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 19:36:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 19:52:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 19:58:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 20:16:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 21:48:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 22:30:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-20 22:58:00,1,预警,焚烧炉出口氧含量偏高,预警,1220_process.xlsx,1220
2024-12-21 01:02:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 01:24:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 01:32:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 02:24:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 03:00:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 03:58:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 04:18:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 05:08:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 05:32:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 06:10:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 07:04:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 07:12:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 07:38:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 08:08:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 08:52:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 09:22:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 09:46:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 10:16:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 10:38:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 11:12:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 11:42:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 11:52:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 12:28:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 13:08:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 13:22:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 14:52:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 16:12:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 16:20:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 16:54:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 17:22:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 17:58:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 18:08:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 19:14:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 19:56:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 20:52:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 21:08:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 21:36:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 21:44:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 23:06:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-21 23:24:00,1,预警,焚烧炉出口氧含量偏高,预警,1221_process.xlsx,1221
2024-12-22 00:00:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 00:28:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 00:44:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 01:04:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 01:16:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 03:06:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 03:14:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 03:54:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 04:02:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 06:40:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 07:08:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 08:02:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 08:12:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 09:58:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 11:00:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 11:04:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 11:22:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 12:26:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 12:56:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 13:52:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 14:12:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 14:24:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 14:38:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 15:02:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 15:10:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 15:20:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 15:34:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 16:22:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 17:24:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 17:40:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 18:58:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 19:14:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 19:44:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 19:50:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
2024-12-22 20:34:00,1,预警,焚烧炉出口氧含量偏高,预警,1222_process.xlsx,1222
